DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES;
BRA;BOG;2500;1740;7633885;
BRA;BOG;1107;26507;116281451;
BRA;BOG;3;1785;7783708;
BRA;BOG;1;123;539562;
BRA;BOG;1;50;203041;
BRA;BOG;0;2;10173;
BRA;BOG;2;374;1587025;
BRA;BOG;500;30;131599;
BRA;BOG;8;4;18598;
BRA;BOG;4;21;92618;
BRA;BOG;0;15;68695;
BRA;BOG;36;30;135021;
BRA;BOG;0;113;480431;
BRA;BOG;0;79;337327;
BRA;BOG;0;921;3828569;
BRA;BOG;99;560;2382329;
BRA;BOG;1000;1887;8021347;
BRA;BOG;8;2276;9672339;
BRA;BOG;0;19;82143;
BRA;BOG;2759;47880;202181594;
BRA;BOG;337;31253;132122720;
BRA;BOG;1;221707;939783564;
BRA;BOG;19700;6842;28912857;
BRA;BOG;1248;6480;28104741;
BRA;BOG;14;56;245652;
BRA;BOG;48;128;561492;
BRA;BOG;2352;10930;47451223;
BRA;BOG;3177;16678;72392854;
BRA;BOG;2500;57300;236111526;
BRA;BOG;2;100;429251;
BRA;BOG;5;30;134231;
BRA;BOG;1481;41911;180000572;
BRA;BOG;2;578;2382872;
BRA;BOG;2;205;901019;
BRA;BOG;4000;15240;64754760;
BRA;BOG;17950;5770;24398751;
BRA;BOG;99;332;1414582;
BRA;BOG;1272;5946;25449088;
BRA;BOG;180;599;2597973;
BRA;BOG;3207;12912;54858083;
BRA;BOG;1757;8180;35131176;
BRA;BOG;48;212;929971;
BRA;BOG;45;146;617973;
BRA;BOG;734;435558;1878788764;
BRA;BOG;1;11;49992;
BRA;BOG;1;111;466935;
BRA;BOG;429;282391;1146742251;
BRA;BOG;150;483;2044041;
BRA;BOG;464;10;45197;
BRA;BOG;669;41;175203;
BRA;BOG;2;179310;745024161;
BRA;BOG;330;1914;8099990;
BRA;BOG;4179;3309453;14071482740;
BRA;BOG;684540;6847;28005482;
BRA;BOG;93;38;161660;
BRA;BOG;10;490;2064125;
BRA;BOG;0;900;3828181;
BRN;BOG;16;750;3189067;
BGR;BOG;45000;2700;11422647;
CYM;BOG;26;1681;7111655;
CAN;BOG;34;93;396317;
CAN;BOG;3265;5738;24257820;
CAN;BOG;17510;3113;13197659;
CAN;BOG;2340;657;2784924;
CAN;BOG;600;192;791159;
CAN;BOG;7625;3641;15473158;
CAN;BOG;2000;1010;4257363;
CAN;BOG;499;4882;20117773;
CAN;BOG;2885;1342;5666298;
CAN;BOG;1160;2476;10468418;
CAN;BOG;2705;541;2291855;
CAN;BOG;6330;4919;20772362;
CAN;BOG;335;122;517043;
CAN;BOG;297;1173;4958728;
CAN;BOG;2310;23401;102652844;
CAN;BOG;1870;17830;78218183;
CAN;BOG;40;124;516353;
CAN;BOG;812;3064;12692240;
CAN;BOG;160;807;3365837;
CAN;BOG;1189;4341;17939429;
CAN;BOG;474;1334;5576619;
CAN;BOG;3041;13234;55181588;
CAN;BOG;15;240;1052798;
CAN;BOG;450;3158;13857415;
CAN;BOG;382;2819;12366126;
CAN;BOG;16852;117947;517397554;
CAN;BOG;36;797;3374165;
CAN;BOG;109;2336;10055168;
CAN;BOG;38;806;3459322;
CAN;BOG;438;14039;59268650;
CAN;BOG;614;16070;68152062;
CAN;BOG;1;12;53517;
CAN;BOG;12;233;962247;
CAN;BOG;259;5137;21761621;
CAN;BOG;1140;10191;42912636;
CAN;BOG;3811;30766;129618866;
CAN;BOG;34;280;1136512;
CAN;BOG;7;62;266709;
CAN;BOG;1;7;34391;
CAN;BOG;29;729;3095947;
CAN;BOG;64;1360;5607710;
CAN;BOG;6;60;252750;
CAN;BOG;10;1360;5778640;
CAN;BOG;75;1076;4481268;
CAN;BOG;40;149;655498;
CAN;BOG;43;1949;7939542;
CAN;BOG;10;2800;11897200;
CAN;BOG;8;1600;6798400;
CAN;BOG;164;2372;9890594;
CAN;BOG;27;551;2344020;
CAN;BOG;36;601;2532823;
CAN;BOG;119;2307;9782206;
CAN;BOG;282;7934;33631714;
CAN;BOG;41;1033;4381572;
CAN;BOG;61;770;3266542;
CAN;BOG;294;2579;10455052;
CAN;BOG;1809;14241;57730812;
CAN;BOG;3;27;115932;
CAN;BOG;16;447;1898072;
CAN;BOG;444;4497;18229758;
CAN;BOG;107;1533;6486203;
CAN;BOG;8;149;634513;
CAN;BOG;30;461;1870404;
CAN;BOG;21;361;1532980;
CAN;BOG;17430;2912;12249036;
CAN;BOG;8400;2054;8624019;
CAN;BOG;80054;18804;77488094;
CAN;BOG;1814;5388;22118450;
CAN;BOG;160;671;2720235;
CAN;BOG;160;550;2230135;
CAN;BOG;120;550;2232324;
CAN;BOG;164;626;2537734;
CAN;BOG;1336;5682;23037477;
CAN;BOG;300;11700;49498136;
CAN;BOG;162;3895;16478225;
CAN;BOG;661;2075;8415321;
CAN;BOG;495;8538;37455935;
CAN;BOG;10240;3642;15409996;
CAN;BOG;325;2661;10968060;
CAN;BOG;3430;18672;78181944;
CAN;BOG;450;750;3187282;
CAN;BOG;5216;10504;44642693;
CAN;BOG;9294;17711;75267548;
CAN;BOG;2173;7537;30608343;
CAN;BOG;2165;3493;14760217;
CAN;BOG;306;1120;4550403;
CAN;BOG;165;8540;35974750;
CAN;BOG;3800;6522;27715377;
CAN;BOG;6760;2973;12635280;
CAN;BOG;2;100;438666;
CAN;BOG;2;6658;28178149;
CAN;BOG;2;100;405376;
CAN;BOG;10000;1600;6975039;
CAN;BOG;32225;8699;36469610;
CAN;BOG;2200;330;1381713;
CAN;BOG;25684;4339;18205971;
CAN;BOG;29368;25067;108110310;
CAN;BOG;3400;593;2487000;
CAN;BOG;17600;2969;12450445;
CAN;BOG;1800;555;2352561;
CAN;BOG;1460;1475;6252303;
CAN;BOG;25;244;1032268;
CAN;BOG;984;240;990926;
CAN;BOG;67125;10171;44440972;
CAN;BOG;113775;15417;66408608;
CAN;BOG;2720;5888;25668147;
CAN;BOG;11532;70366;299036496;
CAN;BOG;8328;2770;11766152;
CAN;BOG;10751;1959;7942531;
CAN;BOG;90122;12834;54187443;
CAN;BOG;163420;20871;88144853;
CAN;BOG;35890;8560;36423747;
CAN;BOG;64440;12279;51903870;
CAN;BOG;7041;3616;15244342;
CAN;BOG;4190;798;3373457;
CAN;BOG;270;216;913116;
CAN;BOG;840;4572;19428552;
CAN;BOG;6000;1820;7499528;
CAN;BOG;126;197;833316;
CAN;BOG;4000;964;4086695;
CAN;BOG;525;388;1645971;
CAN;BOG;15;67;284343;
CAN;BOG;2;7353;30988861;
CAN;BOG;16;95;404798;
CAN;BOG;528;2680;11395601;
CAN;BOG;3200;576;2429597;
CAN;BOG;6;1250;5266536;
CAN;BOG;605;3195;13231868;
CAN;BOG;15198;4552;18494578;
CAN;BOG;20800;3048;13285220;
CAN;BOG;48600;7165;31235100;
CAN;BOG;510;306;1300194;
CAN;BOG;5750;1782;7504234;
CAN;BOG;840;144;631679;
CAN;BOG;7940;883;3876052;
CAN;BOG;120;38;168447;
CAN;BOG;58;263;1113708;
CAN;BOG;147;966;4080418;
CAN;BOG;3065;12909;54613790;
CAN;BOG;84;874;3685499;
CAN;BOG;523;1993;8388920;
CAN;BOG;98;368;1555497;
CAN;BOG;1217;4034;17042857;
CAN;BOG;3000;555;2253760;
CAN;BOG;22910;3983;16254422;
CAN;BOG;16;96;404541;
CAN;BOG;31312;14983;62424435;
CAN;BOG;1700;678;2910671;
CAN;BOG;8730;1231;5245415;
CAN;BOG;16975;2291;9694697;
CAN;BOG;960;163;715902;
CAN;BOG;17309;5600;23726555;
CAN;BOG;1276;626;2640226;
CAN;BOG;14433;7859;33168203;
CAN;BOG;125;480;1945804;
CAN;BOG;540;1593;6564147;
CAN;BOG;24;121;512749;
CAN;BOG;47109;224056;943978297;
CAN;BOG;687;3932;16648829;
CAN;BOG;131;821;3471720;
CAN;BOG;2740;10603;43188911;
CAN;BOG;2;15;63022;
CAN;BOG;148;783;3290898;
CAN;BOG;93;795;3360689;
CAN;BOG;1428;5332;22532048;
CAN;BOG;26;103;421266;
CAN;BOG;232;1036;4366017;
CAN;BOG;1015;7437;31608264;
CAN;BOG;1466;51078;214608228;
CAN;BOG;80;1480;6098517;
CAN;BOG;370;8610;35478538;
CAN;BOG;517;3260;13502097;
CAN;BOG;343;1638;6835922;
CAN;BOG;126;842;3543833;
CAN;BOG;28;117;487032;
CAN;BOG;1824;5834;24447458;
CAN;BOG;16775;7015;29743939;
CAN;BOG;597;2539;10791841;
CAN;BOG;6;500;2100600;
CAN;BOG;119;2296;9695016;
CAN;BOG;4;2368;9999809;
CAN;BOG;3;6399;27127792;
CAN;BOG;29;118;496452;
CAN;BOG;1;25;105765;
CAN;BOG;1;350000;1418816000;
CAN;BOG;1000;611;2589937;
CAN;BOG;39;57;243309;
CAN;BOG;400;24;104487;
CAN;BOG;163656;43835;184916317;
CAN;BOG;113500;16280;69103671;
CAN;BOG;7020;1778;7801236;
CAN;BOG;564;2088;9161451;
CAN;BOG;20175;6886;30207637;
CAN;BOG;153707;40569;171609754;
CAN;BOG;279720;36669;155865967;
CAN;BOG;444585;64223;272802977;
CAN;BOG;6800;1146;4799402;
CAN;BOG;920;259;1096080;
CAN;BOG;34950;9687;42281116;
CAN;BOG;900;144;609403;
CAN;BOG;700;118;499211;
CAN;BOG;8550;1470;6220995;
CAN;BOG;13100;2319;9810784;
CAN;BOG;1657;390;1712683;
CAN;BOG;11100;3027;12810173;
CAN;BOG;1600;332;1460012;
CAN;BOG;7710;1635;6891838;
CAN;BOG;2420;951;4174608;
CAN;BOG;2660;2208;9342323;
CAN;BOG;20650;3308;13996127;
CAN;BOG;425;2428;10309125;
CAN;BOG;413;2329;9853556;
CAN;BOG;49250;13669;56326815;
CAN;BOG;78756;12721;54770880;
CAN;BOG;103031;16881;70259668;
CAN;BOG;120;154;657745;
CAN;BOG;27;62;263862;
CAN;BOG;6268;7740;32581967;
CAN;BOG;24303;8338;36323947;
CAN;BOG;84;354;1491225;
CAN;BOG;27;8593;36143526;
CAN;BOG;211643;62658;265088254;
CAN;BOG;2700;513;2079578;
CAN;BOG;2700;270;1137771;
CAN;BOG;22076;4087;17407857;
CAN;BOG;85500;6015;24383366;
CAN;BOG;4200;630;2746422;
CAN;BOG;6000;1147;5022955;
CAN;BOG;44890;7605;32606932;
CAN;BOG;3166;6613;29009684;
CAN;BOG;185161;63914;272820431;
CAN;BOG;6000;549;2226689;
CAN;BOG;342;307;1299559;
CAN;BOG;130273;129203;560995340;
CAN;BOG;50840;21071;85417222;
CAN;BOG;642;4390;18235292;
CAN;BOG;9;10010;42316173;
CAN;BOG;1;240;1014573;
CAN;BOG;1;50;219333;
CAN;BOG;375;3264;13397768;
CAN;BOG;110;3125;12668000;
CAN;BOG;1440;4833;20239587;
CAN;BOG;1;41980;176902460;
CAN;BOG;1;5432;22882300;
CAN;BOG;402;3785;16013874;
CAN;BOG;248;793;3481253;
CAN;BOG;680;3164;13879392;
CAN;BOG;368;1464;6422070;
CAN;BOG;312;1670;7327476;
CAN;BOG;1500;210;915474;
CAN;BOG;400;54;224161;
CAN;BOG;32500;4647;20260311;
CAN;BOG;2675;642;2648528;
CAN;BOG;9000;59670;260125397;
CAN;BOG;1500;484;1996440;
CAN;BOG;300;80;332534;
CAN;BOG;11000;2888;12589947;
CAN;BOG;7425;1782;7535088;
CAN;BOG;1600;252;1100312;
CAN;BOG;97600;15713;68501867;
CAN;BOG;546;855;3626760;
CAN;BOG;700;1547;6557500;
CAN;BOG;300;1065;4514375;
CAN;BOG;840;117;496435;
CAN;BOG;994;1568;6838154;
CAN;BOG;11502;12448;52765204;
CAN;BOG;41883;9555;40499096;
CAN;BOG;6998;3447;14611315;
CAN;BOG;15172;3844;16163671;
CAN;BOG;69675;9826;41409981;
CAN;BOG;135400;20424;86590661;
CAN;BOG;20800;10558;44475617;
CAN;BOG;13000;1950;8192983;
CAN;BOG;15691;11369;47843316;
CAN;BOG;85409;26759;114691954;
CAN;BOG;5950;3153;13831358;
CAN;BOG;10640;4082;17908100;
CAN;BOG;4896;783;3311568;
CAN;BOG;32100;4305;17871095;
CAN;BOG;3022;8590;36690137;
CAN;BOG;454;312;1285633;
CAN;BOG;200;50;212485;
CAN;BOG;550;38;161404;
CAN;BOG;550;39;168203;
CAN;BOG;120;16;71395;
CAN;BOG;1560;438;1780105;
CAN;BOG;500;65;283361;
CAN;BOG;3400;442;1926854;
CAN;BOG;4582;3615;15237294;
CAN;BOG;5;54;227554;
CAN;BOG;6584;1652;6940927;
CAN;BOG;45560;7041;29731326;
CAN;BOG;546000;73878;312395607;
CAN;BOG;14249;10961;46138847;
CAN;BOG;23285;3350;14127488;
CAN;BOG;6500;410;1703525;
CAN;BOG;25;31;125966;
CAN;BOG;2025;1040;4252660;
CAN;BOG;2566;10531;44344127;
CAN;BOG;99225;15045;63926544;
CAN;BOG;1850;514;2136885;
CAN;BOG;38;33;139812;
CAN;BOG;1000;230;955636;
CAN;BOG;27945;6752;28664873;
CAN;BOG;1825;2555;10858009;
CAN;BOG;1542;2791;11863490;
CAN;BOG;6445;12208;51882797;
CAN;BOG;375;795;3378519;
CAN;BOG;670;2378;10107935;
CAN;BOG;631;1241;5276864;
CAN;BOG;33160;4642;19728853;
CAN;BOG;6050;1270;5399256;
CAN;BOG;2480;1041;4426497;
CAN;BOG;11205;5277;22428906;
CAN;BOG;2109;1593;6753515;
CAN;BOG;379;9396;39828234;
CAN;BOG;7490;1198;5069963;
CAN;BOG;60765;8992;38092301;
CAN;BOG;8820;4527;19069987;
CAN;BOG;22080;6631;27553069;
CAN;BOG;6898;1147;5032376;
CAN;BOG;2340;2123;9022326;
CAN;BOG;159998;43442;182049069;
CAN;BOG;24500;2372;10399854;
CAN;BOG;49750;4176;18159803;
CAN;BOG;840;184;773759;
CAN;BOG;900;264;1150881;
CAN;BOG;43980;6128;26245107;
CAN;BOG;1800;450;1973997;
CAN;BOG;4880;1511;6372985;
CAN;BOG;1497;10065;43033945;
CAN;BOG;7165;46493;202067143;
CAN;BOG;4084;26362;113409684;
CAN;BOG;453;1216;5334178;
CAN;BOG;3;1;4386;
CAN;BOG;8;18;76048;
CAN;BOG;266;755;3123242;
CAN;BOG;139679;600488;2530886895;
CAN;BOG;15;41;179853;
CAN;BOG;2;10;41414;
CAN;BOG;7674;46324;194811500;
CAN;BOG;1917;8313;36403775;
CAN;BOG;16062;68652;289242410;
CAN;BOG;12;71;291424;
CAN;BOG;1474;5264;22817067;
CAN;BOG;4032;18378;78699283;
CAN;BOG;7843;47254;201608786;
CAN;BOG;2;1;4386;
CAN;BOG;15;40;175466;
CAN;BOG;1255;5559;23016949;
CAN;BOG;1008;10248;42847125;
CAN;BOG;13363;49005;210334295;
CAN;BOG;2166;9035;38983341;
CAN;BOG;63548;256410;1111564067;
CAN;BOG;558;5915;24977504;
CAN;BOG;476;4887;20749638;
CAN;BOG;419;3811;16340960;
CAN;BOG;2852;24856;106351094;
CAN;BOG;19;1819;7731522;
CAN;BOG;12300;3451;15046468;
CAN;BOG;179158;24320;106022308;
CAN;BOG;6400;943;3918939;
CAN;BOG;136632;19071;83138639;
CAN;BOG;30800;5234;21750582;
CAN;BOG;1018;1796;7833754;
CAN;BOG;30800;3942;16380435;
CAN;BOG;3671;3849;15916858;
CAN;BOG;20180;5131;21198133;
CAN;BOG;6932;7109;29430653;
CAN;BOG;745005;185069;785513198;
CAN;BOG;32245;4191;18273950;
CAN;BOG;9303;14215;60405734;
CAN;BOG;113900;16820;73326415;
CAN;BOG;27835;72650;308653929;
CAN;BOG;41039;72358;307176374;
CAN;BOG;10449;31445;133561615;
CAN;BOG;9677;53223;226184440;
CAN;BOG;975;2984;12601211;
CAN;BOG;974;2309;9811472;
CAN;BOG;335190;49874;211789870;
CAN;BOG;799;175;747014;
CAN;BOG;313153;752354;3195943199;
CAN;BOG;1086;14484;61146011;
CAN;BOG;7232;2277;9655082;
CAN;BOG;270;1012;4272046;
CAN;BOG;201815;51553;216670257;
CAN;BOG;436524;60055;254020009;
CAN;BOG;863315;116542;494276920;
CAN;BOG;3600;2280;9604500;
CAN;BOG;19260;3229;13566740;
CAN;BOG;167940;37734;158764638;
CAN;BOG;57831;54148;227802365;
CAN;BOG;391100;29578;128944992;
CAN;BOG;238806;49953;208016610;
CAN;BOG;17750;1462;6167498;
CAN;BOG;269260;25477;106757257;
CAN;BOG;312;74;318396;
CAN;BOG;780;217;925254;
CAN;BOG;124105;19356;81783559;
CAN;BOG;150;37;157557;
CAN;BOG;59966;64527;270192629;
CAN;BOG;9676;56919;242975136;
CAN;BOG;77;446;1959082;
CAN;BOG;113228;636077;2645452307;
CAN;BOG;3442;22957;94118644;
CAN;BOG;3320;20094;82582750;
CAN;BOG;437;2686;11060266;
CAN;BOG;1307;8632;34993839;
CAN;BOG;5320;33991;140450188;
CAN;BOG;1318;8213;34016339;
CAN;BOG;70;595;2610062;
CAN;BOG;210;760;3334738;
CAN;BOG;322;1036;4547650;
CAN;BOG;4402;13707;59710722;
CAN;BOG;21532;2871;12200748;
CAN;BOG;288;5497;23265762;
CAN;BOG;1184;1055752;4565714210;
CAN;BOG;1923;6419;27051159;
CAN;BOG;2114;5236;22106863;
CAN;BOG;3795;15019;63776490;
CAN;BOG;5174;20416;86812795;
CAN;BOG;450210;8462;35767009;
CAN;BOG;72;1904;8002948;
COL;BOG;71;1380;5834506;
COL;BOG;89;1212;5120635;
COL;BOG;344;7317;31034777;
COL;BOG;518;9328;39634672;
COL;BOG;18;918;3900468;
COL;BOG;62;2799;11894310;
COL;BOG;31;1159;5086025;
COL;BOG;15;195;825313;
COL;BOG;50;639;2702612;
COL;BOG;100;452;1914204;
COL;BOG;110;1622;6857967;
COL;BOG;370;2047;8653805;
COL;BOG;245;967;4088477;
COL;BOG;20;97;412508;
COL;BOG;259;1138;4811742;
COL;BOG;1710;4518;19101546;
COL;BOG;86;1709;7206226;
COL;BOG;140;3458;14600831;
COL;BOG;41;736;3115323;
COL;BOG;256;9205;38931101;
COL;BOG;11;287;1214275;
COL;BOG;22;100;415660;
COL;BOG;250;4688;19760308;
COL;BOG;398;5342;22497258;
COL;BOG;52;485;2039326;
COL;BOG;638;17017;71635690;
COL;BOG;352;6770;28560265;
COL;BOG;394;8856;37436444;
COL;BOG;30;219;928441;
COL;BOG;9;486;2059418;
COL;BOG;258;3264;13728588;
COL;BOG;24;173;735491;
COL;BOG;9;236;1002189;
COL;BOG;69;2732;11546484;
COL;BOG;171;2275;9537608;
COL;BOG;14;62;259808;
COL;BOG;12;57;245163;
COL;BOG;65;448;1882642;
COL;BOG;44;1177;5014875;
COL;BOG;118;999;4184306;
COL;BOG;3966;10649;44996759;
COL;BOG;14;62;259808;
COL;BOG;5;241;1021523;
COL;BOG;54;956;3974947;
COL;BOG;18;1038;4401211;
COL;BOG;1;84;341326;
COL;BOG;18;253;1027263;
COL;BOG;17;758;3074412;
COL;BOG;116;5849;24449047;
COL;BOG;35;1100;4614772;
COL;BOG;18;284;1202677;
COL;BOG;6;1431;5949458;
COL;BOG;105;2922;12307105;
COL;BOG;2;27;113140;
COL;BOG;16;262;1111465;
COL;BOG;15;488;1981153;
COL;BOG;5;49;199404;
COL;BOG;6;112;476028;
COL;BOG;3;250;1065139;
COL;BOG;1;13;55090;
COL;BOG;34;426;1801544;
COL;BOG;373;11377;48091649;
COL;BOG;139;1389;5928220;
COL;BOG;220;1062;4416576;
COL;BOG;89;1696;7178157;
COL;BOG;424;10692;45101059;
COL;BOG;223;14278;59712369;
COL;BOG;564;4141;17330482;
COL;BOG;2;126;512922;
COL;BOG;1;12;51036;
COL;BOG;449;10032;42394374;
COL;BOG;88;868;3674665;
COL;BOG;42;2593;10819112;
COL;BOG;1;29;118937;
COL;BOG;50;1521;6379337;
COL;BOG;11;137;582872;
COL;BOG;16;259;1095365;
COL;BOG;564;3221;13715474;
COL;BOG;4;112;456453;
COL;BOG;45;2613;10900401;
COL;BOG;679;16794;71062032;
COL;BOG;26;290;1220889;
COL;BOG;2008;24780;104556639;
COL;BOG;894;18102;75672194;
COL;BOG;424;3290;13987977;
COL;BOG;104;6854;29000704;
COL;BOG;178;4930;20857964;
COL;BOG;25;636;2661701;
COL;BOG;1052;16256;68201484;
COL;BOG;2;35;147209;
COL;BOG;106;1854;7789144;
COL;BOG;5;88;375307;
COL;BOG;70;582;2471150;
COL;BOG;65;2224;9429577;
COL;BOG;1162;24113;102056879;
COL;BOG;29;470;1972118;
COL;BOG;571;12541;53144199;
COL;BOG;119;2908;12416490;
COL;BOG;18;328;1389050;
COL;BOG;133;1311;5583127;
COL;BOG;26;333;1411416;
COL;BOG;643;8157;34752792;
COL;BOG;2;5;23592;
COL;BOG;6;31;129883;
COL;BOG;90;624;2592682;
COL;BOG;90;396;1645356;
COL;BOG;90;10596;44029275;
COL;BOG;270;3974;16511731;
COL;BOG;90;1386;5758746;
COL;BOG;180;660;2742260;
COL;BOG;90;528;2193808;
COL;BOG;57;2262;9588448;
COL;BOG;538;10038;41238606;
COL;BOG;1143;21523;87251508;
COL;BOG;194;2195;8901773;
COL;BOG;114;3869;15684200;
COL;BOG;36;472;1920528;
COL;BOG;65;1083;4606501;
COL;BOG;406;7533;31432975;
COL;BOG;724;6475;27475235;
COL;BOG;115;1061;4509671;
COL;BOG;7;229;968125;
COL;BOG;36;186;789338;
COL;BOG;142;3983;17476058;
COL;BOG;332;3501;14217006;
COL;BOG;72;820;3330489;
COL;BOG;5;176;716411;
COL;BOG;14;121;491685;
COL;BOG;653;10453;45857704;
COL;BOG;1719;29398;128959688;
COG;BOG;28;6500;27498964;
KOR;BOG;28290;19732;82817281;
KOR;BOG;303;2700;11843982;
KOR;BOG;29820;18475;78265975;
KOR;BOG;1607;15717;66529936;
KOR;BOG;820;95;399369;
KOR;BOG;1110;762;3345705;
KOR;BOG;24400;17892;75706729;
KOR;BOG;95;1125;4904325;
KOR;BOG;1140;25928;110248189;
KOR;BOG;60;0;2549;
KOR;BOG;55590;36991;156769906;
KOR;BOG;6680;4079;17269655;
KOR;BOG;60;0;2549;
KOR;BOG;482;16276;67409269;
KOR;BOG;7;226;937247;
KOR;BOG;55;2105;8718745;
KOR;BOG;86;3596;14895481;
KOR;BOG;27;806;3339731;
KOR;BOG;1;9;41331;
KOR;BOG;13;261;1081907;
KOR;BOG;15;462;1915204;
KOR;BOG;32;1012;4191375;
KOR;BOG;1;8;35409;
KOR;BOG;1;1;4141;
KOR;BOG;22;572;2430834;
KOR;BOG;7320;2870;12590591;
KOR;BOG;1800;288;1205858;
KOR;BOG;162600;29211;125074957;
KOR;BOG;20920;9237;38935838;
KOR;BOG;95;1188;4920018;
KOR;BOG;36300;12664;55096736;
KOR;BOG;35200;5986;24322287;
KOR;BOG;102700;19770;83685026;
KOR;BOG;33465;13872;59048830;
KOR;BOG;18000;3024;12738600;
KOR;BOG;87300;16509;69648136;
KOR;BOG;9220;1930;8130125;
KOR;BOG;480;408;1718700;
KOR;BOG;7620;3271;14350958;
KOR;BOG;27300;5187;22612207;
KOR;BOG;5980;1380;6055345;
KOR;BOG;9650;3839;15901020;
KOR;BOG;17100;3249;13455506;
KOR;BOG;8960;2851;11808045;
KOR;BOG;119;624;2584252;
KOR;BOG;11622;5819;24668671;
KOR;BOG;13600;5288;21436282;
KOR;BOG;7800;1560;6571500;
KOR;BOG;1050;16865;73982775;
KOR;BOG;28;89;393044;
KOR;BOG;620;68;286746;
KOR;BOG;1;1000;4386660;
KOR;BOG;45640;19624;86060277;
KOR;BOG;33900;6441;28078895;
KOR;BOG;53700;10203;44478958;
KOR;BOG;4520;1124;4930605;
KOR;BOG;10040;4802;20315389;
KOR;BOG;1100;7656;32531406;
KOR;BOG;9450;3419;14895059;
KOR;BOG;55200;10707;45428942;
KOR;BOG;15696;6075;25817386;
KOR;BOG;96600;17556;74655076;
KOR;BOG;440;92;405327;
KOR;BOG;3930;2262;9528801;
KOR;BOG;60;0;2549;
KOR;BOG;8;8;33404;
KOR;BOG;970;970;4082394;
KOR;BOG;76;76;323365;
KOR;BOG;8;8;34875;
KOR;BOG;283;283;1191264;
KOR;BOG;526;526;2212917;
KOR;BOG;1;1;4060;
KOR;BOG;49850;19802;82189110;
KOR;BOG;228600;43320;179406747;
KOR;BOG;800;290;1232210;
KOR;BOG;4500;852;3620148;
KOR;BOG;400;136;596585;
KOR;BOG;700;133;539150;
KOR;BOG;8400;1656;7013518;
KOR;BOG;600;120;526399;
KOR;BOG;300;5031;20903503;
KOR;BOG;5400;826;3355057;
KOR;BOG;83900;12998;53768879;
KOR;BOG;600;178;753457;
KOR;BOG;31245;7498;31667949;
KOR;BOG;5830;937;3979051;
KOR;BOG;329516;53813;228053894;
KOR;BOG;126;221;936135;
KOR;BOG;16470;2942;12602477;
KOR;BOG;1100;308;1300188;
KOR;BOG;131345;30600;129585516;
KOR;BOG;20300;3634;15351007;
KOR;BOG;72600;12957;54495336;
KOR;BOG;3968;815;3454275;
KOR;BOG;4630;1337;5661899;
KOR;BOG;400;96;395579;
KOR;BOG;186;2409;10122478;
KOR;BOG;300;3;12695;
KOR;BOG;600;6;25360;
KOR;BOG;15600;2386;9835095;
KOR;BOG;33150;8277;34946835;
KOR;BOG;8280;1508;6383609;
KOR;BOG;253260;41021;173724916;
KOR;BOG;3000;510;2155448;
KOR;BOG;52435;20267;84432620;
KOR;BOG;4080;734;3113011;
KOR;BOG;29020;5223;21875902;
KOR;BOG;170;1;7223;
KOR;BOG;400;4;16955;
KOR;BOG;4;2;9475;
KOR;BOG;1500;20388;84011200;
KOR;BOG;26180;6545;27630170;
KOR;BOG;8540;1616;6853697;
KOR;BOG;497175;91037;385143675;
KOR;BOG;360;154;653579;
KOR;BOG;104175;22388;94684725;
KOR;BOG;18465;3362;14197153;
KOR;BOG;12150;2065;8731674;
KOR;BOG;1100;264;1121736;
KOR;BOG;90500;17045;72110747;
KOR;BOG;2240;742;3084627;
KOR;BOG;24300;5385;22735998;
KOR;BOG;23380;4081;17227492;
KOR;BOG;19040;3427;14564606;
KOR;BOG;200;2;8504;
KOR;BOG;300;3;12756;
KOR;BOG;500;9037;38308691;
KOR;BOG;840;4833;19916687;
KOR;BOG;78;4506;18989581;
CIV;BOG;2;34;146420;
CIV;BOG;1;162;691949;
CIV;BOG;1;1931;7997929;
CIV;BOG;1;596;2534103;
CIV;BOG;1;702;2984200;
CIV;BOG;1;28;120629;
CIV;BOG;2;2;11047;
CIV;BOG;2;153;653963;
CIV;BOG;2;998;4243731;
CIV;BOG;1;210;893819;
CRI;BOG;2724;4960;20337751;
CRI;BOG;356;666;2740801;
CRI;BOG;140;295;1201193;
CRI;BOG;266;1955;8287375;
CRI;BOG;796;6776;28726008;
CRI;BOG;224;1733;7349148;
CRI;BOG;3913;26418;111983126;
CRI;BOG;94;654;2773225;
CRI;BOG;1242;10837;45936926;
CRI;BOG;216;1669;7077523;
CRI;BOG;2;44;181307;
CRI;BOG;28;589;2465469;
CRI;BOG;3;93;385690;
CRI;BOG;9;141;581007;
CRI;BOG;25;161;663419;
CRI;BOG;18;304;1252668;
CRI;BOG;6;123;500456;
CRI;BOG;350;156;635519;
CRI;BOG;12;279;1186235;
CRI;BOG;11;346;1471593;
CRI;BOG;29;1411;6001191;
CRI;BOG;1;13;61193;
CRI;BOG;7;103;453185;
CRI;BOG;258;3911;17136758;
CRI;BOG;2;174;718636;
CRI;BOG;183;2708;11880917;
CRI;BOG;844;10537;45364216;
CRI;BOG;19;205;863706;
CRI;BOG;855;8148;35745707;
CRI;BOG;17;179;753232;
CRI;BOG;2;12;51500;
CRI;BOG;42;263;1103695;
CRI;BOG;13;79;321211;
CRI;BOG;54;462;1876306;
CRI;BOG;7;148;604698;
CRI;BOG;6723;45284;192412310;
